Text,Chapter_Name
"Previous Search : The  Machine Logs  screen displays the number of logging data amount-ing to the search range specified in the  Log Search Key Setting (Machine Logs)  dialog. If any logging data are present exceeding the specified search range, the previous page is displayed.",Log Check and Backup
Searching Logging Data,Log Check and Backup
Press  Search Key  on the right of the  Machine Logs  screen to display the  Log Search Key Setting (Machine Logs)  dialog.,Log Check and Backup
Log Search Key Setting (Machine Logs) Dialog,Log Check and Backup
No. Description,Log Check and Backup
1 Clears the set search condition contents.,Log Check and Backup
Specify the display method of search results.,Log Check and Backup
"Range Specifies the number of record displayed on the screen at a time. If the total number of search results exceeds the range, the display page can be changed over by pressing  Next Search  or  Previous Search  on the right of the  Machine Logs screen.",Log Check and Backup
Direction Specifies the display order of the logging data.,Log Check and Backup
Descending,Log Check and Backup
Displays the data in the order of date from new to old.,Log Check and Backup
Ascending Displays the data in the order of date from old to new.,Log Check and Backup
Set the search conditions.,Log Check and Backup
You can specify the search conditions in combination.,Log Check and Backup
"Search Start Date/Time Performs the search by the driving unit operation date/time. If the search end date/time is specified, the equipment searches the logging data from the search start date/time–the search end date/time. If the search end date/time is not specified, the equipment searches all logging data on and after the search start date/time.",Log Check and Backup
"Search End Date/Time Performs the search by the driving unit operation date/time. If the search start date/time is specified, the equipment searches the logging data from the search start date/time–the search end date/time. If the search end date/time is not specified, the equipment searches all logging data on and before the search end start date/time.",Log Check and Backup
Application Performs the search by the application name.,Log Check and Backup
Log Level Performs the search by the log level.,Log Check and Backup
Category Performs the search by the category name.,Log Check and Backup
"After setting the search result display method and search conditions, press  OK  on the  Log Search Key Setting (Machine Logs)  dialog to execute the search.",Log Check and Backup
The method to restore the  Machine Logs  screen to the original state varies depending on the search item.,Log Check and Backup
Search Item and Restoring Method (Machine Logs),Log Check and Backup
Search item Restoring method,Log Check and Backup
"Range On the  Log Search Key Setting (Machine Logs)  dialog, set the original value and retry the search.",Log Check and Backup
"Direction On the  Log Search Key Setting (Machine Logs)  dialog, set the original value and retry the search.",Log Check and Backup
The original state is also restored when the  Machine Logs  screen is closed and displayed again.,Log Check and Backup
Search Start Date/Time Close the  Machine Logs  screen and redisplay it.,Log Check and Backup
Search End Date/Time,Log Check and Backup
"Application On the  Log Search Key Setting (Machine Logs)  dialog, clear the setting contents and retry the search.",Log Check and Backup
The original state is also restored when the  Machine Logs  screen is closed and displayed again.,Log Check and Backup
"Log Level On the  Log Search Key Setting (Machine Logs)  dialog, restore the state before pressing the button and retry the search.",Log Check and Backup
The original state is also restored when the  Machine Logs  screen is closed and displayed again.,Log Check and Backup
Category,Log Check and Backup
11.11 Operating the Operation Logs Screen,Log Check and Backup
The  Operation Logs  screen displays the logging data of the operation details in each screen.,Log Check and Backup
Display the  Operation Logs  screen from the group menu below.,Log Check and Backup
Logs → Tool System Logs → Operation Logs,Log Check and Backup
Operation Logs Screen,Log Check and Backup
No. Description,Log Check and Backup
1 Displays the number of logging data displayed.,Log Check and Backup
The number of data may vary depending on the search range setting in the Log Search Key Setting (Operation Logs) dialog (see page 323) .,Log Check and Backup
Function Buttons,Log Check and Backup
Close : Closes the  Operation Logs  screen.,Log Check and Backup
Detail : Displays the details of the logging data pointed by the cursor at the bottom of the screen.,Log Check and Backup
"Refresh : While the  Operation Logs  screen is displayed, the logging data will not be re-freshed automatically. Press  Refresh  to refresh the logging data and retrieve new logging data.",Log Check and Backup
Search Key :  Searches logging data (see page 323) .,Log Check and Backup
"Next Search : The  Operation Logs  screen displays the number of logging data amounting to the search range specified in the  Log Search Key Setting (Operation Logs)  dialog. If any logging data are present exceeding the specified search range, the next page is displayed.",Log Check and Backup
"Previous Search : The  Operation Logs  screen displays the number of logging data amounting to the search range specified in the  Log Search Key Setting (Operation Logs)  dia-log. If any logging data are present exceeding the specified search range, the previous page is displayed.",Log Check and Backup
Searching Logging Data,Log Check and Backup
Press  Search Key  on the right of the  Operation Logs  screen to display the  Log Search Key Setting (Operation Logs)  dialog.,Log Check and Backup
Log Search Key Setting (Operation Logs) Dialog,Log Check and Backup
No. Description,Log Check and Backup
1 Clears the set search condition contents.,Log Check and Backup
Specify the display method of search results.,Log Check and Backup
"Range Specifies the number of record displayed on the screen at a time. If the total number of search results exceeds the range, the display page can be changed over by pressing  Next Search  or  Previous Search  on the right of the  Operation Logs  screen.",Log Check and Backup
Direction Specifies the display order of the logging data.,Log Check and Backup
Descending Displays the data in the order of date from new to old.,Log Check and Backup
Ascending Displays the data in the order of date from old to new.,Log Check and Backup
Set the search conditions.,Log Check and Backup
The search range can be restricted by the date/time. You can specify the search conditions in combination.,Log Check and Backup
"Search Start Date/Time Searches by the operation date/time. If the search end date/time is specified, the equipment searches the logging data from the search start date/time–the search end date/time. If the search end date/time is not specified, the equipment searches all logging data on and after the search start date/time.",Log Check and Backup
"Search End Date/Time Searches by the operation date/time. If the search start date/time is specified, the equipment searches the logging data from the search start date/time–the search end date/time. If the search end date/time is not specified, the equipment searches all logging data on and before the search end start date/time.",Log Check and Backup
"After setting the search result display method and search conditions, press  OK  on the  Log Search Key Setting (Operation Logs)  dialog to execute the search.",Log Check and Backup
The method to restore the  Operation Logs  screen to the original state varies depending on the search item.,Log Check and Backup
Search Item and Restoring Method (Operation Log),Log Check and Backup
Search item Restoring method,Log Check and Backup
"Range On the  Log Search Key Setting (Operation Logs)  dialog, set the original value and retry the search.",Log Check and Backup
"Direction On the  Log Search Key Setting (Operation Logs)  dialog, set the original value and retry the search.",Log Check and Backup
The original state is also restored when the  Operation Logs  screen is closed and displayed again.,Log Check and Backup
Search Start Date/Time Close the  Operation Logs  screen and redisplay it.,Log Check and Backup
Search End Date/Time,Log Check and Backup
11.12 Operating the Equipment Data Backup Screen,Log Check and Backup
The  Equipment Data Backup  screen backs up all equipment status information (logging data) in the HD inside the equipment.,Log Check and Backup
The data in the equipment internal HD can be transferred to removable media.,Log Check and Backup
Display the  Equipment Data Backup  screen from the group menu below.,Log Check and Backup
System → System Settings → Equipment Data Backup,Log Check and Backup
Equipment Data Backup Screen,Log Check and Backup
No. Description,Log Check and Backup
1 Displays the equipment data items to be stored.,Log Check and Backup
2 Displays the date/time and data size of the stored equipment data.,Log Check and Backup
3 Selects whether to include the equipment status backup log (periodical) in the equipment status information to be exported.,Log Check and Backup
Function Buttons,Log Check and Backup
Close : Closes the  Equipment Data Backup  screen.,Log Check and Backup
Save :  Stores all equipment data in the equipment internal HD (see page 326) .,Log Check and Backup
Delete :  Deletes the equipment data from the equipment internal HD (see page 326) .,Log Check and Backup
Export :  Exports the equipment data from the equipment internal HD to removable media (see page 326) .,Log Check and Backup
Saving the Equipment Data,Log Check and Backup
Introduction,Log Check and Backup
Overview:,Log Check and Backup
The equipment internal HD can store a maximum of 10 records of equipment data.,Log Check and Backup
Press  Save  on the right of the  Equipment Data Backup  screen,Log Check and Backup
Press  OK  to save the equipment data.,Log Check and Backup
Deleting the Equipment Data,Log Check and Backup
"On the  Equipment Data Backup  screen, select the equipment data to be deleted.",Log Check and Backup
Press  Delete  on the right of the  Equipment Data Backup  screen,Log Check and Backup
Press  OK  to delete the equipment data.,Log Check and Backup
Exporting the Equipment Data,Log Check and Backup
"On the  Equipment Data Backup  screen, select the equipment data to be exported.",Log Check and Backup
Press  Export  on the right of the  Equipment Data Backup  screen to display the  Export (Equip-ment Data Backup)  dialog.,Log Check and Backup
Export (Equipment Data) Dialog,Log Check and Backup
No. Description,Log Check and Backup
1 Formats the removable media.,Log Check and Backup
Press  Drive  to display the  Drive Selection  dialog.,Log Check and Backup
Select the removable media to be stored on the  Drive Selection  dialog.,Log Check and Backup
Press  OK  on the  Export (Equipment Data Backup)  dialog to execute the export.,Log Check and Backup
Online Operation,Online Operation
This chapter provides the operation procedures necessary to operate the equipment via. the network.,Online Operation
Online Settings,Online Operation
Introduction,Online Operation
Overview:,Online Operation
This function is required to enable the communication with the host when operating the equipment in the online mode.,Online Operation
Functions Overview,Online Operation
"Online Mode Change Changes over between the online mode and the offline mode, sets the default entry after power up, displays the channel status, and changes to the communication establishment state.",Online Operation
"Terminal Service Alerts the operator to any received message from the host, reports the host that the operator has confirmed the message, and allows the operator to create the message to be sent to the host and send the message.",Online Operation
"AMHS Setup Changes over the method to transfer a carrier into/from the load port (automatic transfer by AMHS and manual transfer by the operator) if the equipment is fitted with a carrier transfer unit such as AGV or AMHS (RGV, OHT, SMIF).",Online Operation
"Host Communication Parameters Offers the means to enable/disable the host communication function, check if the message communication with the host takes place correctly by inputting a diagnosis string (loop back function), and change MDLM (model name).",Online Operation
Channel Parameter Sets the channel parameters or opens/closes the channel in the SECS-I channel protocol or the HSMS-SS channel protocol.,Online Operation
Spooling The spooling is a function that stores any messages that occur while no communication is available and resends them as soon as the communication is restored. This dis-plays the spool state and displays or sets the currently spooled messages. Up to 68 messages can be spooled.,Online Operation
"Heartbeat The heartbeat is a function that sends a message (when the connection method is SECS-I; ""S1F1"", and when HSMS; ""Select.req"") at certain intervals to check if the equipment is online.",Online Operation
Event Link Conducts the RPTID settings and CEID settings.,Online Operation
Alarm report settings Enables or disables the reporting to host for each alarm and the alarm buzzer.,Online Operation
The software hierarchy for the online settings follows.,Online Operation
Software Hierarchy for Online Settings,Online Operation
Online Setup Task,Online Operation
Terminal Service,Online Operation
Online Mode Change,Online Operation
AMHS Setup,Online Operation
Host Communication Parameters,Online Operation
Channel Parameters,Online Operation
On-line Button on the Fixed Region,Online Operation
Terminal Button on the Fixed Region,Online Operation
Online Setup Setup,Online Operation
Spooling,Online Operation
Heartbeat,Online Operation
Event Link,Online Operation
Alarm Report Setup,Online Operation
GEM Setup,Online Operation
Sequence of Online Settings,Online Operation
Verify that  Host Communication Function  of  Host Communication Parame-ters  is  Enable .,Online Operation
"Using the functions of the following screens, make the online settings, create messages and check the settings.",Online Operation
"Online Mode Change  screen:  Changes over between the online mode and the offline mode, sets the default entry, displays the channel status, and changes to the communication establishment state (see page 333) .",Online Operation
Terminal Service  screen:  Checks the messages sent from the host and creates/sends messages to the host (see page 337) .,Online Operation
"AMHS Setup  screen:  Changes over the mode of carrier transfer to the load port if the equipment is fitted with a carrier transfer unit such as AGV or AMHS (RGV, OHT, SMIF) (see page 339) .",Online Operation
Host Communication Parameters  screen:  Enables/disables the host communication function and the multiple processes/program events function (see page 342) .,Online Operation
Channel Parameters  screen: Displays the channel parameter settings. Refer to either of the following according to your communication method.,Online Operation
Operating the Channel Parameters (SECS-I) Screen (see page 345),Online Operation
Operating the Channel Parameters (HSMS) Screen (see page 350),Online Operation
Spooling  screen:  Displays the spool state and displays or sets the currently spooled messages (see page 356) .,Online Operation
Heartbeat  screen:  Enables or disables the heartbeat function and sets the interval (see page 359) .,Online Operation
Set RPTID  screen:  Adds or deletes RPTID or specifies the variable data ID to be linked (see page 361) .,Online Operation
"Set CEID  screen:  Sets the grouping of the RPTID linked to CEID and each VID to RPTID, and enables/disables the report to host (see page 364) .",Online Operation
Alarm Report Setup  screen:  Enables or disables the reporting to host for each alarm and the alarm buzzer (see page 368) .,Online Operation
Operating the Online Mode Change Screen,Online Operation
"On the  Online Mode Change  screen, you can use the functions required to change to the online/offline modes, set the default entry, check the channel status and change to the communication establishment state.",Online Operation
The current control state is displayed at  ON-LINE  in the fixed region.,Online Operation
Display the  Online Mode Change  screen from the fixed region below.,Online Operation
ON-LINE,Online Operation
Online Mode Change Screen,Online Operation
No. Description,Online Operation
1 Displays the current channel state of the equipment (see page 335) .,Online Operation
2 Changes to the offline state (see page 334) .,Online Operation
3 Changes to the online state (see page 334) .,Online Operation
Function Buttons,Online Operation
Close : Closes the  Online Mode Change  screen.,Online Operation
Default entry :  Specifies the initial settings in each state of the equipment (see page 334) .,Online Operation
Communication State :  Sets the channel parameters (see page 335) .,Online Operation
Changing to Online/Offline Mode,Online Operation
Introduction,Online Operation
Overview:,Online Operation
The current control state is displayed. The applicable boxes (regions where the control state names are displayed) are displayed in light blue.,Online Operation
Press  Online  to display the  Online Mode Change  screen.,Online Operation
"Depending on the current control state, press  ON-LINE  or  OFF-LINE .",Online Operation
Control State List,Online Operation
Control state name Overview,Online Operation
EQUIPMENT OFF-LINE The equipment is offline. The equipment is waiting for an operator command to change to the online mode.,Online Operation
Pressing  ON-LINE  sets the online default entry state specified in the parameters to the message and sends a control state change request to the host.,Online Operation
ATTEMPT ON-LINE The equipment is changing to the established online state. This is the state where the equipment is responding to the online mode change command from the operator.,Online Operation
HOST OFF-LINE The equipment is waiting for an offline mode entry request from the host.,Online Operation
Pressing  OFF-LINE  changes to EQUIPMENT OFF-LINE.,Online Operation
ON-LINE LOCAL This is the state where the operator uses the equipment in the online mode. The operator cannot apply any restric-tions to the equipment operations.,Online Operation
Pressing  OFF-LINE  changes to EQUIPMENT OFF-LINE.,Online Operation
Pressing  REMOTE  changes to ON-LINE/REMOTE.,Online Operation
REMOTE This is the online state where the host operates the equipment via. the communication interface. The equipment imposes no restrictions to the host performance. The host can operate the equipment as far as its capacity allows.,Online Operation
Pressing  OFF-LINE  changes to EQUIPMENT OFF-LINE.,Online Operation
Pressing  LOCAL  changes to ON-LINE/LOCAL.,Online Operation
Setting the Default Entry,Online Operation
Press  Default Entry  on the right of the  Online Mode Change  screen.,Online Operation
Display the  Default Entry  dialog and make the initial settings for each state of the equipment.,Online Operation
Default Entry Settings,Online Operation
Item Parameter option Default value,Online Operation
Power On Time • OFF-LINE • ON-LINE,Online Operation
OFF-LINE,Online Operation
Item Parameter option Default value,Online Operation
ON-LINE Time • LOCAL • REMOTE,Online Operation
OFF-LINE Time • EQUIPMENT OFF-LINE • ATTEMPT ON-LINE • HOST OFF-LINE,Online Operation
EQUIPMENT OFF-LINE,Online Operation
ON-LINE Failure • EQUIPMENT OFF-LINE • HOST OFF-LINE,Online Operation
EQUIPMENT OFF-LINE,Online Operation
Press  OK  on the  Default Entry  dialog to register the default entry settings.,Online Operation
Checking the Channel State,Online Operation
Press  Channel State  on the  Online Mode Change  screen.,Online Operation
Confirm the current channel state.,Online Operation
Channel State Screen,Online Operation
Setting the Communication Establishment State,Online Operation
Press  Communication State  on the right of the  Online Mode Change  screen.,Online Operation
Open the  Communication State  screen and make settings.,Online Operation
"For the details of the  Communication State  screen, refer to either of the following sections according to the selected communication method.",Online Operation
Operating the Channel Parameters (SECS-I) Screen (see page 345),Online Operation
Operating the Channel Parameters (HSMS) Screen (see page 350),Online Operation
Operating the Terminal Service Screen,Online Operation
"On the  Terminal Service  screen, you can use the functions needed to check the messages sent from the host, create/send messages to the host.",Online Operation
Display the  Terminal Service  screen from the fixed region below.,Online Operation
Terminal,Online Operation
Terminal Service Screen,Online Operation
No. Description,Online Operation
1 Displays the transmission message edited.,Online Operation
2 Displays the messages received from the host.,Online Operation
3 Selects the terminal to edit the messages received from the host and those to be sent to the host.,Online Operation
"If any reception message is present, the presence of the message is indicated at  Terminal State .",Online Operation
4 Edits the message to be sent (see page 338) .,Online Operation
5 Sends the transmission message edited (see page 338) .,Online Operation
6 Deletes the transmission message edited (see page 338) .,Online Operation
Function Buttons,Online Operation
Close : Closes the  Terminal Service  screen.,Online Operation
Confirm the received msg. :  Confirms the received messages (see page 338) . This re-ports to the host event that the operator has confirmed the terminal display noticed by the host.,Online Operation
Delete the received msg. :  Deletes the received messages (see page 338) . The deletion cannot be executed unless the messages are confirmed.,Online Operation
Edit Parameter :  Edits the parameters related to the terminal service (see page 338) .,Online Operation
Confirming the Received Messages,Online Operation
Check  Terminal State  on the  Terminal Service  screen and select a terminal that has mes-sages from the host.,Online Operation
"After confirming the received messages, press  Confirm the received msg. . This reports to the host event that the operator has confirmed the terminal display noticed by the host.",Online Operation
"If you close the screen without any confirmation operation, the received messages remain unconfirmed.",Online Operation
Pressing  Delete the received msg.  deletes the messages.,Online Operation
"If you attempt to delete the messages although unconfirmed messages remain, the deletion is cancelled and the  Terminal Service Message Not Checked  error is displayed.",Online Operation
Editing and Sending Transmission Messages,Online Operation
Check  Terminal State  on the  Terminal Service  screen and select the terminal designated as the transmission destination.,Online Operation
"Press  Edit  to edit the message to be sent to the host. After creating the message, press  OK .",Online Operation
Press  Send  to send the message to the host.,Online Operation
"To delete the message not sent yet, press  Delete . The message is deleted without being sent to the host.",Online Operation
Editing the Terminal Service Related Parameters,Online Operation
Press  Edit Parameter  on the right of the  Terminal Service  screen to display the  Edit Parameter  dialog.,Online Operation
Double-click the set value of the desired item in the  Edit Parameter  dialog and modify the set value. Then press  OK  to confirm the modified value.,Online Operation
Terminal Service Related Parameter,Online Operation
Item Set Value Description,Online Operation
Number of Terminals 1–4 Set the number of reception termi-nals.,Online Operation
Overwrite Displayed Message • ENABLE • DISABLE,Online Operation
Determine whether the messages are overwritten for the terminal.,Online Operation
Terminal Request to the Host • ENABLE • DISABLE,Online Operation
Determine whether the terminal services from the equipment to the host are available or not.,Online Operation
Terminal Popup Service • ENABLE • DISABLE,Online Operation
Determine whether a popup screen is displayed when a terminal message is received.,Online Operation
Operating the AMHS Setup Screen,Online Operation
"On the  AMHS Setup  screen, you can operate the functions needed to change over the mode of carrier transfer to the load port if the equipment is fitted with a carrier transfer unit such as AGV or AMHS (RGV, OHT, SMIF).",Online Operation
"Before changing the carrier operation mode and the availability status, make sure to confirm the load port transfer status. When checking the load port transfer status, refer to the table below.",Online Operation
Load Port Transfer Status,Online Operation
Transfer Status Description,Online Operation
OUT OF SERVICE Carrier transfer is disabled.,Online Operation
IN SERVICE Carrier transfer is enabled.,Online Operation
TRANSFER READY Carriers can be loaded and unloaded.,Online Operation
READY TO LOAD Carriers can be loaded from outside because the load port has no carriers.,Online Operation
READY TO UNLOAD Carriers in the load port can be unloaded.,Online Operation
TRANSFER BLOCKED No carriers can be transferred because the equipment is using the load port (a carrier is docked).,Online Operation
Display the  AMHS Setup  screen from the group menu below.,Online Operation
Setup → Online Setup → AMHS Setup,Online Operation
AMHS Setup Screen,Online Operation
No. Description,Online Operation
1 Displays the equipment-to-host connection condition in real time.,Online Operation
2 Displays the current operation mode (see page 341) .,Online Operation
Manual transfer = MANUAL,Online Operation
Automatic transfer =  AUTO,Online Operation
3 Displays the current availability status of the load port (see page 341) .,Online Operation
Available =  IN SERVICE,Online Operation
Not available =  OUT OF SERVICE,Online Operation
4 Displays the detailed information of the selected load port.,Online Operation
5 Displays the current transfer status of the load port.,Online Operation
Function Buttons,Online Operation
Close : Closes the  AMHS Setup  screen.,Online Operation
Request All MANUAL : Changes the carrier transfer method to the manual transfer for all load ports.,Online Operation
Request All AUTO : Changes the carrier transfer method to the automatic transfer for all load ports.,Online Operation
Changing the AMHS Settings,Online Operation
Introduction,Online Operation
Overview:,Online Operation
"Before changing the AMHS settings, always confirm the load port transfer status.",Online Operation
Changing the Load Port Operation Mode,Online Operation
Selects the load port of which the operation mode is to be changed.,Online Operation
Press  Access Mode .,Online Operation
"On the  Set Access Mode  dialog, press  MANUAL  or  AUTO  according to the current load port transfer status to change the operation mode.",Online Operation
Changing the Load Port Availability Status,Online Operation
Selects the load port of which the available status is to be changed.,Online Operation
Press  Service Status .,Online Operation
"On the  Set Service Status  dialog, press  IN SERVICE  or  OUT OF SERVICE  according to the current load port transfer status to change the availability status.",Online Operation
Operating the Host Communication Parameters Screen,Online Operation
"On the  Host Communication Parameters  screen, you can use the functions needed to set the host communication function and time, conduct a loop back diagnosis, and modify MDLN (model name).",Online Operation
Display the  Host Communication Parameters  screen from the group menus below.,Online Operation
Setup → Online Setup → Host Communication Parameters,Online Operation
Host Communication Parameters Screen,Online Operation
No. Description,Online Operation
1 Displays the host communication parameter items (see page 343) .,Online Operation
2 Displays the current set values of the host communication parameters (see page 343) .,Online Operation
Function Buttons,Online Operation
Close : Closes the  Host Communication Parameters  screen.,Online Operation
Save : Saves the changed settings of the parameters.,Online Operation
Sync Host Time :  Sets the time on the host to the equipment (see page 343) .,Online Operation
Loop Back :  Conducts a loop back diagnosis (see page 343) .,Online Operation
Changing the Host Communication Parameters,Online Operation
Double-click the set value for the host communication parameter you are changing.,Online Operation
Host Communication Parameters,Online Operation
Item Set Value Description,Online Operation
Host Communications Function • Enable • Disable,Online Operation
Sets  Enable / Disable  for the host communication function.,Online Operation
Plural Process Program Event Function,Online Operation
• Enable • Disable,Online Operation
Sets  Enable / Disable  for the plural process program event function.,Online Operation
"When set to  Enable , the events re-ported when processes or programs are successfully deleted are transmit-ted collectively at a time.",Online Operation
MDLN 6 characters Change the model name.,Online Operation
SOFTREV 6 characters Change the software revision.,Online Operation
Time Data Format Setting • 16 Byte • 12 Byte,Online Operation
Set the string length of the time data.,Online Operation
ALTX Format Setting • 40 Byte (Fixed) • 120 Byte (Flexed),Online Operation
Sets the length of the alarm text re-ported to the host.,Online Operation
Unit for Host • SI • Non SI,Online Operation
Sets the unit used when a recipe is uploaded or downloaded.,Online Operation
"A recipe is uploaded or downloaded according to this setting, not according to the  Unit  of  System Parameter  ( Equipment Mode ).",Online Operation
Retrying HostConnect Alarm Clear Function,Online Operation
• Disable • Enable,Online Operation
Sets whether to delete the displayed alarm automatically when connect-ing retry is successfully made after the connection to the host is disconnected.,Online Operation
"After changing the set values, press  Save  on the right of the  Host Communication Parameters screen to store the set values.",Online Operation
Synchronizing the Time with the Host,Online Operation
Press  Sync Host Time  on the right of the  Host Communication Parameters  screen.,Online Operation
Press  OK  in the confirmation dialog. The equipment sends a time request to the host.,Online Operation
"When the response is sent back from the host, the equipment sets the time data provided by the host to its internal clock.",Online Operation
Loop Back Diagnosis,Online Operation
Introduction,Online Operation
Overview:,Online Operation
This is used to check if the equipment exchanges messages correctly with the host.,Online Operation
Executing a loop back diagnosis,Online Operation
Press  Loop Back  on the right of the  Host Communication Parameters  screen to display the Diagnose the Loop Back  dialog.,Online Operation
"Press  Diagnosis String Input  on the  Diagnose the Loop Back  dialog, enter the string for the loop back diagnosis and press  OK .",Online Operation
A maximum of 40 characters can be entered. The loop back diagnosis can be executed without entering the string.,Online Operation
Press  Diagnose  in the  Diagnose the Loop Back  dialog. The equipment sends a loop back diagnosis request to the host.,Online Operation
The loop back diagnosis results from the host are displayed at  Results  in the  Diagnose the Loop Back  dialog.,Online Operation
Operating the Channel Parameters (SECS-I) Screen,Online Operation
"On the  Channel Parameters (SECS-I)  screen, you can use the functions required to set the channel parameters and change to the communication establishment state.",Online Operation
Display the  Channel Parameters (SECS-I)  screen from the group menus below.,Online Operation
Setup → Online Setup → Channel Parameters,Online Operation
Channel Parameters (SECS-I) Screen,Online Operation
No. Description,Online Operation
1 Changes the communication establishment state to DISABLED (see page 346) .,Online Operation
2 Changes the communication establishment state to ENABLED (see page 346) .,Online Operation
Function Buttons,Online Operation
Close : Closes the  Channel Parameters (SECS-I)  screen.,Online Operation
Open Channel :  Performs a channel opening process (see page 346) . This check box is valid when the channel is currently closed.,Online Operation
Close Channel :  Performs a channel closing process (see page 346) . This check box is valid when the channel is currently open.,Online Operation
Edit Config :  Edits the configuration (see page 346) .,Online Operation
Edit Parameter :  Edits the channel parameters (see page 347) .,Online Operation
Entry Comm :  Edits the communication establishment default entry (see page 348) .,Online Operation
Method :  Sets the communication method (see page 349) .,Online Operation
"Comm State Operation :  Enables or disables the communication establishment operation (see page 349) . If set to ENABLED, communication establishment state can be changed.",Online Operation
Spooling Function :  Enables or disables the spooling function (see page 349) . Refer to 12.8 Operating the Spooling Screen (see page 356)  for details of editing spooling function.,Online Operation
Opening/Closing Channels (SECS-I),Online Operation
Press  Close Channel  or  Open Channel  on the right of the  Channel Parameters (SECS-I) screen according to the current channel state.,Online Operation
Press  OK  in the  Close the Channel  dialog or the  Open the Channel  dialog to close or open the channel.,Online Operation
Changing the Communication Establishment State (SECS-I),Online Operation
Press  DISABLED  or  ENABLED  in the  Channel Parameters (SECS-I)  screen according to the communication establishment state.,Online Operation
Communication Establishment State (SECS-I),Online Operation
Item Description,Online Operation
DISABLED The communication is disabled. The messages from the host are received but not responded. The communication is not established.,Online Operation
ENABLED NOT COMMUNICATING This is the state in which the equipment is trying to establish a communication link. The communication is interrupted.,Online Operation
COMMUNICATING The communication is established. Message exchange is possible and the actual communication is underway.,Online Operation
Pressing  OK  in the  Shift State  dialog sends a communication state shift request message to the host and causes a state shift to take place.,Online Operation
Editing the Configuration (SECS-I),Online Operation
Press  Edit Config  on the right of the  Channel Parameters (SECS-I)  screen.,Online Operation
Double-click the set value of the desired item in the  Edit Configuration  dialog and modify the set value. Then press  OK  to confirm the modified value.,Online Operation
Configuration Set Items (SECS-I),Online Operation
Item Set Value Description,Online Operation
Serial Port • /dev/ifcomraw0 • /dev/ifcomraw1 • Others,Online Operation
Sets the serial port.,Online Operation
Item Set Value Description,Online Operation
Communication Speed • 300 • 600 • 1200 • 2400 • 4800 • 9600 • 19200,Online Operation
Sets the communication speed.,Online Operation
"Communication Log Write Size 1,000 – 8,192 (byte) Sets the communication log write size.",Online Operation
SECS Mode • NORMAL • SECS_M • SECS_N,Online Operation
Sets the SECS mode.,Online Operation
Editing the Channel Parameters (SECS-I),Online Operation
Press  Edit Parameter  on the right of the  Channel Parameters (SECS-I)  screen.,Online Operation
Double click the set value of the desired item in the  Channel Parameters (SECS-I)  dialog and modify the set value. Then press  OK  to confirm the modified value.,Online Operation
SECS-I Channel Parameters (Basic Settings),Online Operation
Item Set Value Description,Online Operation
Master/Slave • Master • Slave,Online Operation
Makes the master/slave settings.,Online Operation
"Device ID 0–32,767 (0–7fff) Sets the ID.",Online Operation
You can change to the hexadecimal mode by pressing  Hexadecimal .,Online Operation
R-BIT • Enable • Disable,Online Operation
Sets  Enable / Disable  for R-BIT.,Online Operation
T1 Timer 0.1–10.0 (sec) Sets the time to detect any error between received characters.,Online Operation
T2 Timer 0.2–25.0 (seconds) Sets the time to detect any missing protocol response.,Online Operation
T3 Timer 1–120 (seconds) Sets the time to detect any missing response message.,Online Operation
T4 Timer 1–120 (seconds) Sets the time to detect any multi-block message error.,Online Operation
Conversation Timer 1–240 (seconds) Sets the time to detect any error in the transmission/reception of a particular message.,Online Operation
Number of Retries 0–31 Sets the maximum number of allowable retries by the transmission side.,Online Operation
Detect Duplicate Blocks • Enable • Disable,Online Operation
"Enables or disables the duplicated message detection function. If set to Enable , the equipment detects any duplicated message and delete it automatically.",Online Operation
Item Set Value Description,Online Operation
Communication Log • Enable • Disable,Online Operation
"Enables or disables the message transmission/reception log function. If set to  Enable , all message trans-missions and receptions are logged.",Online Operation
SECS-I Channel Parameters (Advance Settings),Online Operation
Item Set Value Description,Online Operation
Multi-block Transmit Request • Enable • Disable • Enable/Not Interrupt,Online Operation
Enables or disables the multi-block transmission request.,Online Operation
System-byte Check • Enable • Disable,Online Operation
Enables or disables the system byte check.,Online Operation
System-byte Increment • Enable • Disable,Online Operation
Enables or disables the system byte increment.,Online Operation
Multi-transaction Control • NO ABORT • ABORT,Online Operation
Sets the multi-transaction control.,Online Operation
Number of Open Transactions Possible,Online Operation
1–10 Sets the number of transactions that can be opened at a time.,Online Operation
Number of Received Transactions Possible,Online Operation
1–10 Sets the number of transactions that can be received at a time.,Online Operation
Error Messages • APLI • ABORT • S9,Online Operation
Sets the error messages.,Online Operation
W-BIT (S5F1) • Enable • Disable,Online Operation
Enables or disables W-BIT of S5F1.,Online Operation
"W-BIT (S6F1, S6F11) • Disable, Disable • None, Exist • Enable, Disable • Enable, Enable",Online Operation
Enables or disables W-BIT of S6F1 and S6F11.,Online Operation
W-BIT (HOST) • Enable • Disable,Online Operation
Enables or disables W-BIT of the host.,Online Operation
Device ID in System Byte • Disable • Enable,Online Operation
Sets the device ID in the system bytes.,Online Operation
Editing the Communication Establishment Default Entry (SECS-I),Online Operation
Press  Entry Comm  on the right of the  Channel Parameters (SECS-I)  screen.,Online Operation
